"Name","Location","SDAHPGLT","Base","Remarks","Zone","Gas","Sector","SubSector","SubSectorN","CargoBase","Trade","Star1","Star2","Star3","HW-SDAHPLT","Algn","PAG","ZonedFor","Detailed","Hard1","Hard2","Hard3","Hard4"
"Mandayyay","2405","A641300A","F"," "," ","G","Spica","C","sec_c","5000","Lo Ni Po ","F5 V","M4 D "," ","AMSDMNH","Na","704"," ","","","","",""
"Wycliff","2406","C440300B"," "," "," "," ","Spica","C","sec_c","8100","De Lo Ni Po ","K0 D"," "," ","CSSDMNH","Na","830"," ","","","","",""
"Abbott","2407","A665799C"," ","H:0       Tp "," ","G","Spica","C","sec_c","4200","Ag Ri ","F3 VI"," "," ","AMSWHEH","Na","705"," ","","","","",""
"Wunderkind","2410","C451200A"," "," "," ","G","Spica","C","sec_c","7000","Lo Ni Po ","F8 V","M8 D "," ","CSSDMNH","Na","412"," ","","","","",""
"Basque","2606","B7368589"," "," "," "," ","Spica","D","sec_d","4900"," ","F6 V"," "," ","BMTWHHH","Na","300"," ","","","","",""
"Lierne","2607","C5538B97"," "," "," ","G","Spica","D","sec_d","4700","Po ","F4 V","M8 V "," ","CMSRHEA","Na","101"," ","","","","",""
"Proximal","2609","C2312048"," "," "," "," ","Spica","D","sec_d","6800","Lo Ni Po ","M8 V"," "," ","CSTDMMA","Na","810"," ","","","","",""
"Crescendo","2610","E3595597"," "," "," ","G","Spica","D","sec_d","8700","Ni ","K6 D","M5 V "," ","ESSWMEA","Na","905"," ","","","","",""
"St. Vladimir","2704","B788887B","F","Tp "," ","G","Spica","D","sec_d","6100","Ri ","K0 D","M4 VI "," ","BMDWHMH","Na","303"," ","","","","",""
"Xoar Epsilon","2706","B2113688"," ","Nh "," "," ","Spica","D","sec_d","6800","Ic Lo Ni ","M9 V","M5 D "," ","BSVDMHA","Xh","710"," ","","","","",""
"Berglund Belts","2707","B000653E","F"," "," ","G","Spica","D","sec_d","6400","As Na Ni Va ","F5 V","M3 D "," ","BAVDHMH","Na","113"," ","","","","",""
"Liebfraumilch","2710","B545541C","F"," "," ","G","Spica","D","sec_d","5200","Ag Ni ","G7 D"," "," ","BMSWMLH","Na","314"," ","","","","",""
"Dugout","2801","B201621B"," "," "," "," ","Spica","D","sec_d","7100","Ic Na Ni Va ","M1 VI"," "," ","BSVDHLH","Na","500"," ","","","","",""
"al'Ajib","2806","D4846403"," ","C:0          An ","A","G","Spica","D","sec_d","7300","Ag Ni Ri ","F8 V"," "," ","DSDWHNR","Na","903"," ","","","","",""
"Marginal","2906","B7547CC5"," ","Tp "," "," ","Spica","D","sec_d","3500","Ag ","K0 VI","M4 D "," ","BMSWHEE","Na","400"," ","","","","",""
"Feral","3001","B6A08BD9","F"," "," ","G","Spica","D","sec_d","5900","De ","F8 V","M6 V "," ","BMEDHEH","Na","604"," ","","","","",""
"Bountiful","3004","C6678AA7"," ","H:0 Tp "," ","G","Spica","D","sec_d","5700"," ","G6 V","M3 D "," ","CMSWHEA","Na","105"," ","","","","",""
"Jumpers","3010","B7B05448"," ","Nh "," "," ","Spica","D","sec_d","6800","De Ni ","A0 V","M9 IV "," ","BMEDMMA","Xh","620"," ","","","","",""
"703-704","3104","E3350000"," "," "," "," ","Spica","D","sec_d","10000","Ba Lo Ni ","M6 VI"," "," ","ESTWLNP","Na","010"," ","","","","",""
"Willrich","3105","C4106579"," "," "," "," ","Spica","D","sec_d","6900","Na Ni ","M9 V"," "," ","CSVDHMH","Na","200"," ","","","","",""
"Fellows","3106","E9551487"," ","Tp "," ","G","Spica","D","sec_d","9700","Lo Ni ","F2 D"," "," ","ELSWLHA","Na","224"," ","","","","",""
"Esmiol","3109","E77A8768"," "," "," ","G","Spica","D","sec_d","7800","Wa ","F6 V"," "," ","EMDAHMA","Na","614"," ","","","","",""
"Pentarchus","3201","A786576D","F","Tp "," ","G","Spica","D","sec_d","4300","Ag Ni ","F8 V"," "," ","AMDWMMH","Na","703"," ","","","","",""
"Sullivan","3202","B430115D","F"," "," ","G","Spica","D","sec_d","7300","De Lo Ni Po ","K2 V","M1 V "," ","BSTDLMH","Na","604"," ","","","","",""
"Claytown","3207","C53089C6"," "," "," ","G","Spica","D","sec_d","5600","De Na Po ","F4 V"," "," ","CMTDHEE","Na","601"," ","","","","",""
"Phylum","3210","C6893277"," ","Tp "," ","G","Spica","D","sec_d","7700","Lo Ni ","F0 V"," "," ","CMDWMMA","Na","704"," ","","","","",""
"Utopia Mines","112","C4216698"," ","O:0113 "," ","G","Spica","E","sec_e","5800","Na Ni Po ","M7 V","M4 V "," ","CSTDHEA","So","103"," ","","","","",""
"Schemley","113","B89A332D","G"," "," ","G","Spica","E","sec_e","7300","Lo Ni Wa ","F3 V"," "," ","BLEAMMH","So","715"," ","","","","",""
"Horizon","217","E6315118"," "," "," ","G","Spica","E","sec_e","7800","Ni Po ","M8 V","M5 IV "," ","EMTDMLA","So","404"," ","","","","",""
"Theen","220","B2108879"," "," "," ","G","Spica","E","sec_e","4900","Na ","F8 D"," "," ","BSVDHMH","So","702"," ","","","","",""
"Tern","313","C0009BBB"," "," "," "," ","Spica","E","sec_e","4100","As Hi In Na Va ","K2 D","M8 V "," ","CAVDHEH","So","610"," ","","","","",""
"Crown","315","A22178BD"," ","Cp "," "," ","Spica","E","sec_e","3300","Na Po ","K4 IV"," "," ","ASTDHEH","So","800"," ","","","","",""
"Tupindur","317","A44399CA","G"," "," ","G","Spica","E","sec_e","1000","Hi In Po ","F0 VI","M6 D "," ","ASSRHEH","So","403"," ","","","","",""
"Vortex","411","C58A8458"," "," "," ","G","Spica","E","sec_e","6800","Ri Wa ","F0 D"," "," ","CMDAHMA","So","311"," ","","","","",""
"Quadrille","415","C6457674"," ","Tp O:0416 "," ","G","Spica","E","sec_e","4400","Ag ","F1 D"," "," ","CMSWHMR","So","413"," ","","","","",""
"Montanna","416","B7B09BAC"," "," "," ","G","Spica","E","sec_e","5200","De Hi ","G2 D"," "," ","BMEDHEH","So","813"," ","","","","",""
"Smithall","419","D7554372"," ","Tp Pr ","A","G","Spica","E","sec_e","7200","Ni ","F8 V"," "," ","DMSWMMR","So","703"," ","","","","",""
"Syrtis Nova","512","C4412137"," "," "," "," ","Spica","E","sec_e","6700","Lo Ni Po ","F0 D","M7 D "," ","CSSDMMA","So","320"," ","","","","",""
"Eden","518","B4668999","G"," "," ","G","Spica","E","sec_e","5900","Ri ","K7 D","M8 V "," ","BSSWHEH","So","304"," ","","","","",""
"Shiprock","615","B0006349","G"," "," ","G","Spica","E","sec_e","5900","As Na Ni Va ","M8 V"," "," ","BAVDHMH","So","813"," ","","","","",""
"Indigo","619","D89A1006"," "," "," ","G","Spica","E","sec_e","8600","Lo Ni Wa ","F2 VI","M8 D "," ","DLEALNE","So","805"," ","","","","",""
"Blakewell","713","D66A7365"," "," "," ","G","Spica","E","sec_e","6500","Wa ","F6 VI","M1 VI "," ","DMSAHME","Na","703"," ","","","","",""
"Subterra","715","C6684764"," ","Tp "," "," ","Spica","E","sec_e","6400","Ni ","F2 VI","M5 D "," ","CMSWMMR","So","420"," ","","","","",""
"Actinic Lambda","717","E7662464"," ","Tn "," ","G","Spica","E","sec_e","9400","Lo Ni ","M4 D"," "," ","EMSWMMR","So","824"," ","","","","",""
"Sunflower","720","X55078C1"," "," ","R"," ","Spica","E","sec_e","9100","De Po ","F4 D","M1 D "," ","XMSDHEI","So","620"," ","","","","",""
"Alebee","816","B8688548"," ","Tp "," ","G","Spica","E","sec_e","5800","Ri ","F8 D"," "," ","BLSWHMA","So","402"," ","","","","",""
"Aeolus","817","B5556407"," "," "," ","G","Spica","E","sec_e","4700","Ag Ni ","F2 V"," "," ","BMSWHNA","So","914"," ","","","","",""
"Jumpbuckle","818","A2006799","G"," "," "," ","Spica","E","sec_e","5900","Na Ni Va ","M5 V"," "," ","ASVDHEH","So","300"," ","","","","",""
"Wargast","913","B21185AD"," ","An "," "," ","Spica","F","sec_f","5300","Ic Na ","F2 VI"," "," ","BSVDHEH","Na","700"," ","","","","",""
"Devitrific","914","C1505267"," "," "," "," ","Spica","F","sec_f","6700","De Ni Po ","F4 D"," "," ","CSSDMMA","Na","810"," ","","","","",""
"Juess","917","E7409EC9"," "," "," "," ","Spica","F","sec_f","5900","De Hi In Po ","F7 D","M1 D "," ","EMSDHEH","So","900"," ","","","","",""
"Kashaharun","1014","D6888DE2"," ","Tp "," "," ","Spica","F","sec_f","6200"," ","F6 VI","M5 D "," ","DMDWHER","Na","810"," ","","","","",""
"Tobken","1016","D1005008"," "," "," ","G","Spica","F","sec_f","8800","Ni Va ","G1 V"," "," ","DSVDMNA","So","102"," ","","","","",""
"Stronghold","1017","B326558E","G"," "," ","G","Spica","F","sec_f","6400","Ni ","M5 V"," "," ","BSTWMHH","So","325"," ","","","","",""
"Issachar","1019","C3016847"," "," "," "," ","Spica","F","sec_f","7700","Ic Na Ni Va ","M9 V","M6 VI "," ","CSVDHMA","So","210"," ","","","","",""
"Farihna","1020","C5522134"," "," "," ","G","Spica","F","sec_f","6400","Lo Ni Po ","G4 D"," "," ","CMSRMMR","So","204"," ","","","","",""
"Bevin","1111","B4329CAD","F"," "," ","G","Spica","F","sec_f","3300","Hi Na Po ","F6 D"," "," ","BSTRHEH","Na","714"," ","","","","",""
"Circassia","1116","C2018859"," "," "," ","G","Spica","F","sec_f","6900","Ic Na Va ","F6 V","M0 D "," ","CSVDHMH","So","613"," ","","","","",""
"Rhiza","1120","E2644424"," "," "," "," ","Spica","F","sec_f","8400","Ni ","G4 D"," "," ","ESSWMMR","So","100"," ","","","","",""
"Holy Place","1211","C6A53216"," ","Nh ","A","G","Spica","F","sec_f","8600","Fl Lo Ni ","A4 V"," "," ","CMEWMLE","Xh","103"," ","","","","",""
"Hale","1212","C7968526"," ","Tp "," "," ","Spica","F","sec_f","5600"," ","F3 D","M1 D "," ","CMEWHME","Na","400"," ","","","","",""
"Talmud","1216","C3461057"," "," "," "," ","Spica","F","sec_f","7700","Lo Ni ","F5 V"," "," ","CSSWLMA","Na","910"," ","","","","",""
"Lupine","1219","C241442A"," "," "," ","G","Spica","F","sec_f","6000","Ni Po ","F0 D","M6 V "," ","CSSDMMH","So","214"," ","","","","",""
"Sephor","1311","C444336A"," "," "," ","G","Spica","F","sec_f","8000","Lo Ni ","F6 VI"," "," ","CSSWMMH","Na","402"," ","","","","",""
"Lucullan","1318","B7975ABA"," ","Tp "," "," ","Spica","F","sec_f","5000","Ag Ni ","G2 D","M6 VI "," ","BMEWMEH","Na","400"," ","","","","",""
"Quatre","1319","B543965A"," ","O:1818 "," ","G","Spica","F","sec_f","2000","Hi In Po ","F1 V","M7 D "," ","BMSRHMH","Hv","114"," ","","","","",""
"Distal","1416","B2412238"," "," "," "," ","Spica","F","sec_f","5800","Lo Ni Po ","K3 D"," "," ","BSSDMMA","Na","720"," ","","","","",""
"Duomo","1417","D5328DE5"," "," "," ","G","Spica","F","sec_f","5500","Na Po ","F3 V","M9 D "," ","DMTRHEE","Na","903"," ","","","","",""
"Sabbatha","1517","E7455007"," ","Tp "," "," ","Spica","F","sec_f","7700","Ag Ni ","M2 V","M3 D "," ","EMSWMNA","Na","300"," ","","","","",""
"Diva","1519","E598403B"," "," "," ","G","Spica","F","sec_f","9100","Ni ","F5 D"," "," ","EMEWMMH","Hv","814"," ","","","","",""
"Albumena","1613","EAE93137"," "," "," ","G","Spica","F","sec_f","10700","Fl Lo Ni ","M6 V"," "," ","ELEWMMA","Na","303"," ","","","","",""
"Antilles","1616","B769522A"," ","Tp "," ","G","Spica","F","sec_f","6000","Ni ","F0 V"," "," ","BMSWMMH","Hv","204"," ","","","","",""
"Halderaan","1617","E2002227"," "," "," ","G","Spica","F","sec_f","10700","Lo Ni Va ","M0 VI"," "," ","ESVDMMA","Na","204"," ","","","","",""
"Parathos III","1618","A89A557C"," "," "," "," ","Spica","F","sec_f","5200","Ni Wa ","F7 D"," "," ","ALEAMMH","Na","800"," ","","","","",""
"Foreseven","1712","C5678A84"," ","H:0 "," "," ","Spica","G","sec_g","5400"," ","K2 D"," "," ","CMSWHHR","Na","200"," ","","","","",""
"Xoar Zeta","1714","C31156B8"," ","Nh C:2003 "," ","G","Spica","G","sec_g","6800","Ic Ni ","M0 V"," "," ","CSVDMEA","Xh","402"," ","","","","",""
"Nehndil","1717","C550205A"," "," "," ","G","Spica","G","sec_g","8000","De Lo Ni Po ","G6 D","M4 D "," ","CMSDMMH","Hv","105"," ","","","","",""
"Egesta","1718","E7B43068"," "," "," "," ","Spica","G","sec_g","10800","Fl Lo Ni ","F9 IV"," "," ","EMEWMMA","Hv","720"," ","","","","",""
"Upsilon","1811","C4017BB9"," "," "," ","G","Spica","G","sec_g","6900","Ic Na Va ","M4 V"," "," ","CSVDHEH","Na","904"," ","","","","",""
"Tsent","1818","A765961A"," ","T:5    Tn St "," ","G","Spica","G","sec_g","3000","Hi ","F9 V","M3 D "," ","AMSWHLH","Hv","103"," ","","","","",""
"Lelihr","1819","B7986I49"," ","Tp "," ","G","Spica","G","sec_g","4900","Ag Ni ","F7 VI","M8 D "," ","BMEWHMH","Hv","323"," ","","","","",""
"Raral","1820","E58A562B"," ","O:1721 "," "," ","Spica","G","sec_g","9100","Ni Wa ","F6 V","M5 D "," ","EMDAMMH","Hv","510"," ","","","","",""
"Delea I","1913","C2316759"," "," "," "," ","Spica","G","sec_g","5900","Na Ni Po ","M9 IV","M5 D "," ","CSTDHMH","Na","600"," ","","","","",""
"Caldor","1914","C3775475"," "," "," ","G","Spica","G","sec_g","5500","Ag Ni ","F1 V"," "," ","CSDWMME","Na","214"," ","","","","",""
"Sorgho","1919","B6A4852C"," "," "," ","G","Spica","G","sec_g","6200","Fl ","K8 VI"," "," ","BMEWHMH","Na","803"," ","","","","",""
"Aesop","2015","C8953567"," ","Tp "," "," ","Spica","G","sec_g","7700","Lo Ni ","G4 V"," "," ","CLEWMMA","Na","600"," ","","","","",""
"Adamantium","2113","A201354D"," "," "," "," ","Spica","G","sec_g","7300","Ic Lo Ni Va ","M7 II","M3 IV "," ","ASVDMMH","Na","300"," ","","","","",""
"Rasomb","2117","B464202C"," "," "," ","G","Spica","G","sec_g","7200","Lo Ni ","F4 D"," "," ","BSSWMMH","Hv","602"," ","","","","",""
"Deru Nooq","2118","A8628I2C"," "," "," "," ","Spica","G","sec_g","4200"," ","F8 V"," "," ","ALSRHMH","Hv","210"," ","","","","",""
"Zokel","2120","C6348I3C"," "," "," ","G","Spica","G","sec_g","6200"," ","F5 D"," "," ","CMTWHMH","Hv","534"," ","","","","",""
"Nandan","2218","B440204E"," "," "," ","G","Spica","G","sec_g","7400","De Lo Ni Po ","F1 D"," "," ","BSSDMMH","Hv","614"," ","","","","",""
"Dapan","2219","C4111069"," "," "," "," ","Spica","G","sec_g","7900","Ic Lo Ni ","G0 V"," "," ","CSVDLMH","Hv","320"," ","","","","",""
"Raphael","2312","C5505456"," "," "," ","G","Spica","G","sec_g","6600","De Ni Po ","F7 D","M1 D "," ","CMSDMME","Na","303"," ","","","","",""
"Gabriel","2313","C7C5444B"," "," "," ","G","Spica","G","sec_g","8100","Fl Ni ","M6 V"," "," ","CMEWMMH","Na","804"," ","","","","",""
"Cache","2314","C8B59BAA"," "," "," ","G","Spica","G","sec_g","6000","Fl Hi ","F1 D"," "," ","CLEWHEH","Na","704"," ","","","","",""
"Triarchos","2317","C5204779"," "," "," ","G","Spica","G","sec_g","6900","De Ni Po ","M8 V","M9 D "," ","CMTDMMH","Na","412"," ","","","","",""
"Baren","2318","A6519I4B","E"," "," "," ","Spica","G","sec_g","2100","Hi Po ","K5 D"," "," ","AMSDHMH","Hv","100"," ","","","","",""
"Piyrul","2320","E5305I48"," "," "," "," ","Spica","G","sec_g","8800","De Ni Po ","M9 V"," "," ","EMTDMMA","Hv","700"," ","","","","",""
"Michael","2412","B00078AC"," "," "," ","G","Spica","G","sec_g","5200","As Na Va ","F1 V","M1 D "," ","BAVDHEH","Na","122"," ","","","","",""
"Nyebal","2420","B231104A"," "," "," ","G","Spica","G","sec_g","6000","Lo Ni Po ","M8 II"," "," ","BSTDLMH","Hv","713"," ","","","","",""
"Star Harvest","2518","A78A4649","L","O:2621 "," ","G","Spica","H","sec_h","4900","Ni Wa ","F3 V","M5 D "," ","AMDAMMH","H*","203"," ","","","","",""
"Lucubratious","2520","E0002437"," "," "," ","G","Spica","H","sec_h","9700","As Lo Ni Va ","F0 V","M1 V "," ","EAVDMMA","Na","514"," ","","","","",""
"Slater","2612","B887776A","F","Tp "," ","G","Spica","H","sec_h","5000","Ag Ri ","K8 D"," "," ","BLDWHMH","Na","921"," ","","","","",""
"Deseret","2613","E6747365"," ","Tp "," ","G","Spica","H","sec_h","6500","Ag ","F4 V"," "," ","EMDWHME","Na","704"," ","","","","",""
"Tritran","2619","E3329K4A"," "," "," ","G","Spica","H","sec_h","6000","Hi Na Po ","M5 V"," "," ","ESTRHMH","Hv","123"," ","","","","",""
"Helios Alpha","2712","D65A3116"," "," "," ","G","Spica","H","sec_h","8600","Lo Ni Wa ","M4 D","M9 VI "," ","DMSAMLE","Na","903"," ","","","","",""
"Louis","2714","X1109954"," ","Nh ","A","G","Spica","H","sec_h","7400","Hi In Na ","G6 V"," "," ","XSVDHMR","Xh","524"," ","","","","",""
"Mt. Ommet","2716","C9D87I1C"," "," "," ","G","Spica","H","sec_h","7200","Fl ","M6 VI","M9 V "," ","CLEWHLH","Hv","704"," ","","","","",""
"Thousand Oaks","2717","E3347548"," "," "," "," ","Spica","H","sec_h","7800"," ","M3 V","M7 V "," ","ESTWHMA","Na","900"," ","","","","",""
"Canto","2718","D87A5977"," "," "," ","G","Spica","H","sec_h","7700","Ni Wa ","K8 D"," "," ","DLDAMMA","Na","811"," ","","","","",""
"Sardica","2814","B440402D"," "," "," ","G","Spica","H","sec_h","6300","De Ni Po ","F5 VI"," "," ","BSSDMMH","Na","804"," ","","","","",""
"Deuterios","2815","B5593339","F"," "," "," ","Spica","H","sec_h","6900","Lo Ni ","F6 VI","M7 D "," ","BMSWMMH","Na","820"," ","","","","",""
"History Club","2820","E577214D"," "," "," "," ","Spica","H","sec_h","10300","Lo Ni ","K4 D"," "," ","EMDWMMH","Hv","200"," ","","","","",""
"Paros","2914","C6898CD4"," ","Tp "," "," ","Spica","H","sec_h","5400"," ","F9 V","M6 D "," ","CMDWHER","Na","900"," ","","","","",""
"Nggele","2917","D550764C"," ","O:3221 "," "," ","Spica","H","sec_h","7200","De Po ","G5 VI"," "," ","DMSDHMH","Hv","400"," ","","","","",""
"Aventicum Vaud","3012","A568652E","F"," "," ","G","Spica","H","sec_h","5400","Ag Ni Ri ","F4 VI"," "," ","AMSWHMH","Na","713"," ","","","","",""
"Viscera","3018","B8978B9A","F","Tp "," ","G","Spica","H","sec_h","5000"," ","F3 V","M4 VI "," ","BLEWHEH","Na","114"," ","","","","",""
"Manihl","3020","B4007I2E"," "," "," ","G","Spica","H","sec_h","6400","Na Va ","M1 V","M4 D "," ","BSVDHMH","Hv","902"," ","","","","",""
"Nerts","3112","B2118858"," "," "," ","G","Spica","H","sec_h","4800","Ic Na ","F9 D"," "," ","BSVDHMA","Na","822"," ","","","","",""
"Montevideo","3113","A4307A6B"," "," "," ","G","Spica","H","sec_h","4100","De Na Po ","M1 VI"," "," ","ASTDHMH","Na","604"," ","","","","",""
"Zongehl","3116","C2336I1C"," "," "," ","G","Spica","H","sec_h","6200","Na Ni Po ","G8 III"," "," ","CSTRHLH","Hv","401"," ","","","","",""
"Bombir II","3119","E421722D"," "," "," "," ","Spica","H","sec_h","7300","Na Po ","M1 V","M3 D "," ","ESTDHMH","Hv","300"," ","","","","",""
"Filterpool","3120","C674511B"," ","Tp "," ","G","Spica","H","sec_h","6100","Ag Ni ","F7 V","M1 V "," ","CMDWMLH","Hv","404"," ","","","","",""
"Bedlam","3211","C8C0324C"," "," "," ","G","Spica","H","sec_h","9200","De Lo Ni ","M4 V"," "," ","CLEDMMH","Na","603"," ","","","","",""
"Sline","3214","B2319A7E","F"," "," ","G","Spica","H","sec_h","3400","Hi Na Po ","F6 V","M2 D "," ","BSTDHMH","Na","802"," ","","","","",""
"Tintific","3216","A442773D","F"," "," ","G","Spica","H","sec_h","3300","Po ","G8 V","M6 D "," ","ASSRHMH","Na","903"," ","","","","",""
"Ulrich","3218","B731233B"," "," "," ","G","Spica","H","sec_h","6100","Lo Ni Po ","M1 IV"," "," ","BMTDMMH","Na","202"," ","","","","",""
"Nereides","122","E79A79A7"," "," "," ","G","Spica","I","sec_i","7700","Wa ","G8 V"," "," ","EMEAHEA","So","604"," ","","","","",""
"Kapybarrdos","123","D7228216"," "," "," ","G","Spica","I","sec_i","5600","Na Po ","F0 V","M2 D "," ","DMTRHLE","So","305"," ","","","","",""
"Athabasca","124","A534535C"," "," "," "," ","Spica","I","sec_i","5200","Ni ","G6 VI","M6 V "," ","AMTWMMH","So","500"," ","","","","",""
"Newbandar","125","C2508CC5"," "," "," "," ","Spica","I","sec_i","5500","De Po ","F8 D"," "," ","CSSDHEE","So","800"," ","","","","",""
"Cook's World","127","C47A8517"," "," "," "," ","Spica","I","sec_i","5700","Wa ","G2 VI"," "," ","CSDAHLA","So","700"," ","","","","",""
"Cataldyne","129","D2477556"," "," "," ","G","Spica","I","sec_i","5600","Ag ","F4 VI"," "," ","DSSWHME","So","903"," ","","","","",""
"Yingyang","130","C4454335"," "," "," "," ","Spica","I","sec_i","6500","Ni ","F3 VI","M6 D "," ","CSSWMME","So","920"," ","","","","",""
"Spekle","222","C4244028"," "," "," "," ","Spica","I","sec_i","6800","Ni ","G3 V","M2 V "," ","CSTWMMA","So","200"," ","","","","",""
"Hialbedo","227","A86A326C"," "," "," ","G","Spica","I","sec_i","6200","Lo Ni Wa ","F6 D"," "," ","ALSAMMH","So","825"," ","","","","",""
"Massive","228","CA978C76"," "," "," ","G","Spica","I","sec_i","5600"," ","F0 VI"," "," ","CLEWHME","So","403"," ","","","","",""
"Hommonculus","321","B5961267"," "," "," ","G","Spica","I","sec_i","6700","Lo Ni ","F0 VI"," "," ","BMEWLMA","So","404"," ","","","","",""
"Renfrew","322","C8678B87"," ","Tn "," ","G","Spica","I","sec_i","5700"," ","K8 V"," "," ","CLSWHHA","So","312"," ","","","","",""
"Striped","323","B4508979","G"," "," ","G","Spica","I","sec_i","4900","De Po ","K9 VI"," "," ","BSSDHMH","So","304"," ","","","","",""
"Smudge","325","D24458B5"," "," "," ","G","Spica","I","sec_i","6500","Ag Ni ","K1 V","M5 V "," ","DSSWMEE","So","912"," ","","","","",""
"Hummongus","328","CA888557"," "," "," "," ","Spica","I","sec_i","6700","Ri ","K2 V"," "," ","CLDWHMA","So","800"," ","","","","",""
"Hue","329","C4568AF7"," "," "," "," ","Spica","I","sec_i","5700"," ","F0 V"," "," ","CSSWHEA","So","710"," ","","","","",""
"Arquiro","429","C7B06877"," "," "," ","G","Spica","I","sec_i","7700","De Ni ","K8 V"," "," ","CMEDHMA","So","711"," ","","","","",""
"Renascence","522","C7768555"," ","Tn "," ","G","Spica","I","sec_i","5500"," ","F8 V","M6 D "," ","CMDWHME","So","512"," ","","","","",""
"Aureal","523","C4794027"," "," "," ","G","Spica","I","sec_i","6700","Ni ","F8 V"," "," ","CSDWMMA","So","104"," ","","","","",""
"Port Arthur","621","C662100A"," "," "," "," ","Spica","I","sec_i","8000","Lo Ni ","G8 D","M5 D "," ","CMSRLNH","So","400"," ","","","","",""
"Taniaustralis","622","CA69755A"," "," "," ","G","Spica","I","sec_i","7000","Ri ","F7 V"," "," ","CLSWHMH","So","323"," ","","","","",""
"Boreal","623","A3309CBE"," ","Cp "," ","G","Spica","I","sec_i","3400","De Hi Na Po ","F2 V","M3 D "," ","ASTDHEH","So","205"," ","","","","",""
"Tigr","626","C8C499C8"," "," "," ","G","Spica","I","sec_i","5800","Fl Hi ","F6 D"," "," ","CLEWHEA","So","903"," ","","","","",""
"Twilight Belts","725","D0002017"," "," "," ","G","Spica","I","sec_i","8700","As Lo Ni Va ","M3 V","M2 D "," ","DAVDMLA","So","314"," ","","","","",""
"Tawny Belt","727","C000310C"," "," "," ","G","Spica","I","sec_i","8200","As Lo Ni Va ","G9 III"," "," ","CAVDMNH","So","802"," ","","","","",""
"Little Jove","728","CAE579A8"," "," "," "," ","Spica","I","sec_i","6800","Fl ","F4 VI","M7 V "," ","CLEWHEA","So","710"," ","","","","",""
"Vitek","822","E1009979"," "," "," ","G","Spica","I","sec_i","6900","Hi In Na Va ","F4 V"," "," ","ESVDHMH","So","303"," ","","","","",""
"Adobe","823","E76577B2"," ","Tn St Ex ","A"," ","Spica","I","sec_i","7200","Ag Ri ","M6 D"," "," ","EMSWHER","So","100"," ","","","","",""
"Ravenwood","824","B3836666"," ","C:0       An Mr "," ","G","Spica","I","sec_i","6600","Ni Ri ","M4 VI"," "," ","BSDRHME","So","503"," ","","","","",""
"Mannford","828","B377122B"," "," "," "," ","Spica","I","sec_i","7100","Lo Ni ","F3 V"," "," ","BSDWLMH","So","710"," ","","","","",""
"Spires","829","D201232A"," "," "," ","G","Spica","I","sec_i","10000","Ic Lo Ni Va ","M5 V"," "," ","DSVDMMH","So","303"," ","","","","",""
"Cheyenne Wells","830","D2306A75"," "," "," ","G","Spica","I","sec_i","7500","De Na Ni Po ","K9 V","M9 IV "," ","DSTDHME","So","913"," ","","","","",""
"Crestmont","922","E3014107"," "," "," "," ","Spica","J","sec_j","9700","Ic Ni Va ","M8 V"," "," ","ESVDMNA","So","210"," ","","","","",""
"Bairable","923","C3111319"," "," "," ","G","Spica","J","sec_j","7900","Ic Lo Ni ","M0 V","M0 V "," ","CSVDLLH","So","704"," ","","","","",""
"Wormwood","927","D8C15579"," "," "," ","G","Spica","J","sec_j","8900","Fl Ni ","F0 V","M2 IV "," ","DLEDMMH","So","703"," ","","","","",""
"Thalassa","928","B97A4539"," "," "," ","G","Spica","J","sec_j","5900","Ni Wa ","F0 VI"," "," ","BLDAMMH","So","822"," ","","","","",""
"Painted","929","C3403256"," "," "," ","G","Spica","J","sec_j","7600","De Lo Ni Po ","F6 D"," "," ","CSSDMME","So","302"," ","","","","",""
"Uggi","930","E48AAFCD"," "," "," ","G","Spica","J","sec_j","7300","Hi Wa ","K8 V"," "," ","ESDAHEH","So","103"," ","","","","",""
"Xur Alliance","1021","D6983795"," ","Tp "," ","G","Spica","J","sec_j","8500","Lo Ni ","K8 V","M9 D "," ","DMEWMEE","So","802"," ","","","","",""
"Buenos Aguas","1022","E9962005"," ","Tp "," ","G","Spica","J","sec_j","9500","Lo Ni ","K9 D","M0 D "," ","ELEWMNE","So","602"," ","","","","",""
"Leighton","1023","B6861266"," ","Tp "," "," ","Spica","J","sec_j","6600","Lo Ni ","F7 D"," "," ","BMDWLME","So","100"," ","","","","",""
"Nax'Nor","1024","C7B58858"," "," "," ","G","Spica","J","sec_j","6800","Fl ","F3 D"," "," ","CMEWHMA","So","504"," ","","","","",""
"Stratonimbus","1029","E79A5047"," "," "," ","G","Spica","J","sec_j","8700","Ni Wa ","G1 V"," "," ","EMEAMMA","Hv","302"," ","","","","",""
"Seaspots","1030","E2214158"," "," "," ","G","Spica","J","sec_j","7800","Ni Po ","M2 V"," "," ","ESTDMMA","So","504"," ","","","","",""
"Domecile","1123","C5335657"," ","C:1024 "," ","G","Spica","J","sec_j","5700","Ni Po ","M7 V","K2 D "," ","CMTRMMA","So","803"," ","","","","",""
"Aequine","1126","A75A68BD"," ","Cp "," "," ","Spica","J","sec_j","5300","Ni Wa ","F9 D","M3 D "," ","AMSAHEH","So","300"," ","","","","",""
